workers,throughput,latency
1,31.048458334373493,0.03312314500000001
2,37.72454596352415,0.055962732500000015
3,30.519445795538644,0.10411558833333334
4,27.764395431071684,0.15239862125000006
5,25.24134216742697,0.20784890600000003
6,20.157295418970286,0.3200440173684211
7,16.332222873417084,0.466843194728488
